ksic2,hs6,weight,ksic2_name
1,050590,0.3333333333333333,농업
1,050610,0.3333333333333333,농업
1,050690,0.3333333333333333,농업
1,050710,0.3333333333333333,농업
1,050790,0.3333333333333333,농업
1,050900,0.3333333333333333,농업
1,051110,0.3333333333333333,농업
1,051199,0.3333333333333333,농업
1,060110,0.3333333333333333,농업
1,060120,0.3333333333333333,농업
1,060210,0.3333333333333333,농업
1,060220,0.3333333333333333,농업
1,060230,0.3333333333333333,농업
1,060240,0.3333333333333333,농업
1,060290,0.3333333333333333,농업
1,060291,0.3333333333333333,농업
1,060299,0.3333333333333333,농업
1,060310,0.3333333333333333,농업
1,060311,0.3333333333333333,농업
1,060312,0.3333333333333333,농업
1,060313,0.3333333333333333,농업
1,060314,0.3333333333333333,농업
1,060315,0.3333333333333333,농업
1,060319,0.3333333333333333,농업
1,060390,0.3333333333333333,농업
1,060410,0.3333333333333333,농업
1,060420,0.3333333333333333,농업
1,060490,0.3333333333333333,농업
1,060491,0.3333333333333333,농업
1,060499,0.3333333333333333,농업
1,070110,0.3333333333333333,농업
1,070190,0.3333333333333333,농업
1,070200,0.3333333333333333,농업
1,070310,0.3333333333333333,농업
1,070320,0.3333333333333333,농업
1,070390,0.3333333333333333,농업
1,070410,0.3333333333333333,농업
1,070420,0.3333333333333333,농업
1,070490,0.3333333333333333,농업
1,070511,0.3333333333333333,농업
1,070519,0.3333333333333333,농업
1,070521,0.3333333333333333,농업
1,070529,0.3333333333333333,농업
1,070610,0.3333333333333333,농업
1,070690,0.3333333333333333,농업
1,070700,0.3333333333333333,농업
1,070810,0.3333333333333333,농업
1,070820,0.3333333333333333,농업
1,070890,0.3333333333333333,농업
1,070910,0.3333333333333333,농업
1,070920,0.3333333333333333,농업
1,070930,0.3333333333333333,농업
1,070940,0.3333333333333333,농업
1,070951,0.3333333333333333,농업
1,070952,0.3333333333333333,농업
1,070953,0.3333333333333333,농업
1,070954,0.3333333333333333,농업
1,070955,0.3333333333333333,농업
1,070956,0.3333333333333333,농업
1,070959,0.3333333333333333,농업
1,070960,0.3333333333333333,농업
1,070970,0.3333333333333333,농업
1,070990,0.3333333333333333,농업
1,070991,0.3333333333333333,농업
1,070992,0.3333333333333333,농업
1,070993,0.3333333333333333,농업
1,070999,0.3333333333333333,농업
1,071110,0.3333333333333333,농업
1,080110,0.3333333333333333,농업
1,080111,0.3333333333333333,농업
1,080112,0.3333333333333333,농업
1,080119,0.3333333333333333,농업
1,080120,0.3333333333333333,농업
1,080121,0.3333333333333333,농업
1,080122,0.3333333333333333,농업
1,080130,0.3333333333333333,농업
1,080131,0.3333333333333333,농업
1,080132,0.3333333333333333,농업
1,080211,0.3333333333333333,농업
1,080212,0.3333333333333333,농업
1,080221,0.3333333333333333,농업
1,080222,0.3333333333333333,농업
1,080231,0.3333333333333333,농업
1,080232,0.3333333333333333,농업
1,080240,0.3333333333333333,농업
1,080241,0.3333333333333333,농업
1,080250,0.3333333333333333,농업
1,080251,0.3333333333333333,농업
1,080260,0.3333333333333333,농업
1,080261,0.3333333333333333,농업
1,080270,0.3333333333333333,농업
1,080280,0.3333333333333333,농업
1,080290,0.3333333333333333,농업
1,080291,0.3333333333333333,농업
1,080292,0.3333333333333333,농업
1,080299,0.3333333333333333,농업
1,080300,0.3333333333333333,농업
1,080310,0.3333333333333333,농업
1,080390,0.3333333333333333,농업
1,080410,0.3333333333333333,농업
1,080420,0.3333333333333333,농업
1,080430,0.3333333333333333,농업
